tournee_id,jour,zone,ilot,ordre,commerce,adresse,tel,lat,lng,statut,contact,prix_mois,frequence,heure,sepa,date_premier,date_contrat,acces,notes
T02,Lun,Lorient-centre,7 Rue Léo le Bourgo / 11 Rue Léo le Bourgo,3,La Petite Rue à Bora Bora,"11 Rue Léo le Bourgo, 56100 Lorient, France",02 97 86 12 74,47.7486526,-3.3644346,cible,,,,,,,,,
T02,Lun,Lorient-centre,7 Rue Léo le Bourgo / 11 Rue Léo le Bourgo,4,Le Clos Margaux LORIENT,"8 Rue Léo le Bourgo, 56100 Lorient, France",02 97 64 57 51,47.748683,-3.3646939999999996,cible,,,,,,,,,
T02,Lun,Lorient-centre,7 Rue Léo le Bourgo / 11 Rue Léo le Bourgo,5,Lazeo Lorient,"5 Pl. Aristide Briand, 56100 Lorient, France",02 57 67 05 57,47.748683899999996,-3.3641533999999997,cible,,,,,,,,,
T02,Lun,Lorient-centre,7 Rue Léo le Bourgo / 11 Rue Léo le Bourgo,6,By Sophie,"6 Rue Léo le Bourgo, 56100 Lorient, France",02 97 21 85 13,47.7487317,-3.3648499999999997,cible,,,,,,,,,
T02,Lun,Lorient-centre,7 Rue Léo le Bourgo / 11 Rue Léo le Bourgo,7,Barraine Immo - Agence immobilière à Lorient-Mairie,"13 bis Bd du Général Leclerc, 56100 Lorient, France",02 97 55 90 84,47.7487596,-3.3653872999999996,cible,,,,,,,,,
T02,Lun,Lorient-centre,7 Rue Léo le Bourgo / 11 Rue Léo le Bourgo,8,Louise. ( Restaurant & Cave à vin - Épicerie fine ),"4 Rue Léo le Bourgo, 56100 Lorient, France",02 97 84 72 12,47.748774399999995,-3.3649495999999997,cible,,,,,,,,,
T02,Lun,Lorient-centre,7 Rue Léo le Bourgo / 11 Rue Léo le Bourgo,9,ASSU 2000 Lorient,"2 Rue du Couëdic, 56100 Lorient, France",01 48 10 46 96,47.7487746,-3.3643902,cible,,,,,,,,,
T02,Lun,Lorient-centre,7 Rue Léo le Bourgo / 11 Rue Léo le Bourgo,10,Ruz,"3 Rue du Couëdic, 56100 Lorient, France",09 56 54 96 06,47.748791399999995,-3.3640661,cible,,,,,,,,,
T02,Lun,Lorient-centre,7 Rue Léo le Bourgo / 11 Rue Léo le Bourgo,11,L'épicerie by Louise.,"2 Rue Léo le Bourgo, 56100 Lorient, France",02 97 84 72 12,47.748835299999996,-3.3651042,cible,,,,,,,,,
T02,Lun,Lorient-centre,7 Rue Léo le Bourgo / 11 Rue Léo le Bourgo,12,Camille Albane,"2 Rue Léo le Bourgo, 56100 Lorient, France",02 97 21 04 44,47.7488622,-3.3651939,cible,,,,,,,,,
T03,Jeu,Hennebont,7 Rue Trottier / 14 Pl. Maréchal Foch,1,Lucas sandwichs & burgers,"7 Rue Trottier, 56700 Hennebont, France",09 83 94 30 68,47.805413599999994,-3.2779495,cible,,,,,,,,,
T03,Jeu,Hennebont,7 Rue Trottier / 14 Pl. Maréchal Foch,2,le spot,"14 Pl. Maréchal Foch, 56700 Hennebont, France",02 97 36 22 19,47.8054181,-3.2765711000000004,cible,,,,,,,,,
T03,Jeu,Hennebont,7 Rue Trottier / 14 Pl. Maréchal Foch,3,LE BEC Immobilier HENNEBONT,"4 Pl. Maréchal Foch, 56700 Hennebont, France",02 97 36 87 99,47.805422,-3.2770373,cible,,,,,,,,,
T03,Jeu,Hennebont,7 Rue Trottier / 14 Pl. Maréchal Foch,4,Le Pain Doré,"8 Pl. Maréchal Foch, 56700 Hennebont, France",02 97 36 22 65,47.805440999999995,-3.2767633999999997,cible,,,,,,,,,
T03,Jeu,Hennebont,7 Rue Trottier / 14 Pl. Maréchal Foch,5,MAP Immobilier Hennebont - Achat & Vente,"1 Rue Trottier, 56700 Hennebont, France",02 97 36 20 04,47.805459899999995,-3.2774774,cible,,,,,,,,,
T03,Jeu,Hennebont,7 Rue Trottier / 14 Pl. Maréchal Foch,6,Angel,"3 Rue Trottier, 56700 Hennebont, France",02 97 85 53 21,47.805493399999996,-3.2776543,cible,,,,,,,,,
T03,Jeu,Hennebont,7 Rue Trottier / 14 Pl. Maréchal Foch,7,For Men,"3 Pl. Maréchal Foch, 56700 Hennebont, France",02 97 85 10 76,47.8057343,-3.276287,cible,,,,,,,,,
T03,Jeu,Hennebont,7 Rue Trottier / 14 Pl. Maréchal Foch,8,Chic Choc Coiffure Esthétique,"1 Pl. Maréchal Foch, 56700 Hennebont, France",02 97 85 06 29,47.805768699999994,-3.2767025999999997,cible,,,,,,,,,
T03,Jeu,Hennebont,7 Rue Trottier / 14 Pl. Maréchal Foch,9,Rapid Couture - Hennebont,"2 bis Rue Maréchal Joffre, 56700 Hennebont, France",02 97 55 72 08,47.8058288,-3.2768267,cible,,,,,,,,,
T03,Jeu,Hennebont,7 Rue Trottier / 14 Pl. Maréchal Foch,10,La casa Nonna - Pizzéria / Restaurant / Grill,"5 Rue Maréchal Joffre, 56700 Hennebont, France",06 37 28 90 67,47.805870999999996,-3.277942,cible,,,,,,,,,
T03,Jeu,Hennebont,7 Rue Trottier / 14 Pl. Maréchal Foch,11,Bernard Chausseur,"15 Rue Maréchal Joffre, 56700 Hennebont, France",02 97 36 12 41,47.8058844,-3.2773703999999997,cible,,,,,,,,,
T03,Jeu,Hennebont,7 Rue Trottier / 14 Pl. Maréchal Foch,12,Diabolo,"17 Rue Maréchal Joffre, 56700 Hennebont, France",02 97 36 40 05,47.8058997,-3.2772593,cible,,,,,,,,,
T03,Jeu,Hennebont,7 Rue Trottier / 14 Pl. Maréchal Foch,13,Banque Populaire Grand Ouest,"1 Rue Maréchal Joffre, 56700 Hennebont, France",02 72 96 10 40,47.8059266,-3.2783309999999997,cible,,,,,,,,,
T03,Jeu,Hennebont,7 Rue Trottier / 14 Pl. Maréchal Foch,14,Restaurant La Madone Pizzeria à emporter Hennebont : Pizzas/Crousty Madone/Ciabatta,"19 Rue Maréchal Joffre, 56700 Hennebont, France",02 97 85 07 17,47.8059339,-3.2770993,cible,,,,,,,,,
T03,Jeu,Hennebont,7 Rue Trottier / 14 Pl. Maréchal Foch,15,Find Your Shoes,"1 Rue Maréchal Joffre, 56700 Hennebont, France",06 40 12 33 22,47.805938,-3.2783111999999996,cible,,,,,,,,,
T04,Mer,Larmor-Plage,1 Place Notre Dame / 2 Place Notre Dame,1,Carou Joaillier,"1 Place Notre Dame, 56260 Larmor-Plage, France",09 62 00 97 97,47.705919800000004,-3.3832617,cible,,,,,,,,,
T04,Mer,Larmor-Plage,1 Place Notre Dame / 2 Place Notre Dame,2,Crédit Mutuel de Bretagne LARMOR PLAGE,"2 Place Notre Dame, 56260 Larmor-Plage, France",02 97 84 29 00,47.706023099999996,-3.3828533999999997,cible,,,,,,,,,
T04,Mer,Larmor-Plage,1 Place Notre Dame / 2 Place Notre Dame,3,Le Péché Mignon,"2 Rue du Port, 56260 Larmor-Plage, France",02 97 65 55 65,47.7061516,-3.3820199,cible,,,,,,,,,
T04,Mer,Larmor-Plage,1 Place Notre Dame / 2 Place Notre Dame,4,SG,"1 Rue des 4 Frères Le Roy/Quéret, 56260 Larmor-Plage, France",02 97 86 33 30,47.7061725,-3.3831427,cible,,,,,,,,,
T04,Mer,Larmor-Plage,1 Place Notre Dame / 2 Place Notre Dame,5,Lodge Properties,"12 Place Notre Dame, 56260 Larmor-Plage, France",06 44 27 26 03,47.706223099999995,-3.3826323,cible,,,,,,,,,
T04,Mer,Larmor-Plage,1 Place Notre Dame / 2 Place Notre Dame,6,Le One bis COIFFEUR VISAGISTE,"1bis Rue des 4 Frères Le Roy/Quéret, 56260 Larmor-Plage, France",02 97 33 69 15,47.7062248,-3.3832285,cible,,,,,,,,,
T04,Mer,Larmor-Plage,1 Place Notre Dame / 2 Place Notre Dame,7,Utile Larmor-Plage,"12 Place Notre Dame, 56260 Larmor-Plage, France",02 97 65 62 80,47.7062337,-3.3825743999999998,cible,,,,,,,,,
T04,Mer,Larmor-Plage,1 Place Notre Dame / 2 Place Notre Dame,8,Larmorimmo.Com,"3 Rue des 4 Frères Le Roy/Quéret, 56260 Larmor-Plage, France",02 97 33 64 48,47.706257099999995,-3.3833006,cible,,,,,,,,,
T04,Mer,Larmor-Plage,1 Place Notre Dame / 2 Place Notre Dame,9,Jérôme le Teuff Pâtissier Chocolatier Larmor-Plage,"10 Place Notre Dame, 56260 Larmor-Plage, France",02 97 11 89 25,47.7062732,-3.3824509999999997,cible,,,,,,,,,
T04,Mer,Larmor-Plage,1 Place Notre Dame / 2 Place Notre Dame,10,Rebel - Fleuriste Larmor Plage,"2 Bd de Toulhars, 56260 Larmor-Plage, France",02 97 33 77 55,47.706316,-3.3822642,cible,,,,,,,,,
T04,Mer,Larmor-Plage,1 Place Notre Dame / 2 Place Notre Dame,11,L' Agence by Imwest,"3 Rue des 4 Frères Le Roy/Quéret, 56260 Larmor-Plage, France",02 97 82 52 78,47.7063511,-3.3831875,cible,,,,,,,,,
T04,Mer,Larmor-Plage,1 Place Notre Dame / 2 Place Notre Dame,12,Ruseff & Latruffe Immobilier,"4 Rue des 4 Frères Le Roy/Quéret, 56260 Larmor-Plage, France",02 97 84 30 03,47.7063767,-3.3836777,cible,,,,,,,,,
T05,Lun,Lorient-centre,6 Av. du Faouédic / 7 Bd du Général Leclerc,1,Donuts gang,"6 Av. du Faouédic, 56100 Lorient, France",09 54 41 04 58,47.7483547,-3.3646428,cible,,,,,,,,,
T05,Lun,Lorient-centre,6 Av. du Faouédic / 7 Bd du Général Leclerc,2,Century 21 Immobilier Diffusion Lorient,"7 Bd du Général Leclerc, 56100 Lorient, France",02 97 21 82 47,47.748371999999996,-3.3651359999999997,cible,,,,,,,,,
T05,Lun,Lorient-centre,6 Av. du Faouédic / 7 Bd du Général Leclerc,3,L'escale grill,"8 Av. du Faouédic, 56100 Lorient, France",09 84 42 55 00,47.7484265,-3.3645799999999997,cible,,,,,,,,,
T05,Lun,Lorient-centre,6 Av. du Faouédic / 7 Bd du Général Leclerc,4,Bar Le Parisien,"15 Rue Léo le Bourgo, 56100 Lorient, France",02 56 54 58 61,47.7484507,-3.3644393,cible,,,,,,,,,
T05,Lun,Lorient-centre,6 Av. du Faouédic / 7 Bd du Général Leclerc,5,AUDITION CONSEIL LORIENT,"1 Bd du Général Leclerc, 56100 Lorient, France",02 97 82 45 13,47.7484664,-3.3657062,cible,,,,,,,,,
T05,Lun,Lorient-centre,6 Av. du Faouédic / 7 Bd du Général Leclerc,6,Design hair,"15 Rue Léo le Bourgo, 56100 Lorient, France",02 97 64 36 49,47.748467399999996,-3.3644982999999997,cible,,,,,,,,,
T05,Lun,Lorient-centre,6 Av. du Faouédic / 7 Bd du Général Leclerc,7,L'Immobilière d'Entreprise,"9 Bd du Général Leclerc, 56100 Lorient, France",02 97 84 12 34,47.748484,-3.365278,cible,,,,,,,,,
T05,Lun,Lorient-centre,6 Av. du Faouédic / 7 Bd du Général Leclerc,8,Joya,"11 Rue Léo le Bourgo, 56100 Lorient, France",09 71 46 37 86,47.748534199999995,-3.3648523000000004,cible,,,,,,,,,
T05,Lun,Lorient-centre,6 Av. du Faouédic / 7 Bd du Général Leclerc,9,Ed’A Barber Lorient,"11 Bd du Général Leclerc, 56100 Lorient, France",09 51 91 93 36,47.748560499999996,-3.3653231,cible,,,,,,,,,
T05,Lun,Lorient-centre,6 Av. du Faouédic / 7 Bd du Général Leclerc,10,Mino,"13 Rue Léo le Bourgo, 56100 Lorient, France",02 97 21 41 30,47.748562799999995,-3.3647087000000004,cible,,,,,,,,,
T05,Lun,Lorient-centre,6 Av. du Faouédic / 7 Bd du Général Leclerc,11,Evasion,"9 Pl. Aristide Briand, 56100 Lorient, France",02 97 21 77 76,47.7485752,-3.3637967,cible,,,,,,,,,
T05,Lun,Lorient-centre,6 Av. du Faouédic / 7 Bd du Général Leclerc,12,LE LODGE Bar & Brasserie,"5 Pl. Aristide Briand, 56100 Lorient, France",09 54 75 32 65,47.748613399999996,-3.3644730999999997,cible,,,,,,,,,
T06,Jeu,Queven,19 Rue Jean Jaurès / 22 Rue Jean Jaurès,1,Dugué François,"19 Rue Jean Jaurès, 56530 Quéven, France",02 97 05 07 12,47.788595199999996,-3.4158839999999997,cible,,,,,,,,,
T06,Jeu,Queven,19 Rue Jean Jaurès / 22 Rue Jean Jaurès,2,Le Salon - Quéven,"19 Rue Jean Jaurès, 56530 Quéven, France",02 97 05 10 84,47.788595199999996,-3.4158839999999997,cible,,,,,,,,,
T06,Jeu,Queven,19 Rue Jean Jaurès / 22 Rue Jean Jaurès,3,La Dolce Vita,"22 Rue Jean Jaurès, 56530 Quéven, France",02 97 05 24 54,47.7886538,-3.4162402000000003,cible,,,,,,,,,
T06,Jeu,Queven,19 Rue Jean Jaurès / 22 Rue Jean Jaurès,4,Sonance Audition - Thibaut Derré et Naïs Le Bourhis - Audioprothésistes D.E.,"2 bis Pl. de la Ville de Toulouse, 56530 Quéven, France",02 97 89 27 24,47.7886556,-3.4156586,cible,,,,,,,,,
T06,Jeu,Queven,19 Rue Jean Jaurès / 22 Rue Jean Jaurès,5,Bougainvillée SARL,"2 Bis Pl. de la Ville de Toulouse, 56530 Quéven, France",02 97 05 36 98,47.788708199999995,-3.4155849,cible,,,,,,,,,
T06,Jeu,Queven,19 Rue Jean Jaurès / 22 Rue Jean Jaurès,6,Declic Micro Informatique,"2 bis Rue Dr Dieny, 56530 Quéven, France",02 97 05 04 04,47.7887625,-3.4173644999999997,cible,,,,,,,,,
T06,Jeu,Queven,19 Rue Jean Jaurès / 22 Rue Jean Jaurès,7,Ludovic Bouillot - BSK Immobilier,"Ludovic Bouillot BSK IMMOBILIER, 56530 Quéven, France",06 64 41 75 96,47.7888868,-3.4160139999999997,cible,,,,,,,,,
T06,Jeu,Queven,19 Rue Jean Jaurès / 22 Rue Jean Jaurès,8,Banque Populaire Grand Ouest,"22 Place de Toulouse, 56530 Quéven, France",02 72 96 10 30,47.789029299999996,-3.4156546999999997,cible,,,,,,,,,
T06,Jeu,Queven,19 Rue Jean Jaurès / 22 Rue Jean Jaurès,9,Crédit Maritime Grand Ouest,"22 Place de Toulouse, 56530 Quéven, France",02 72 96 10 30,47.7890344,-3.4156500000000003,cible,,,,,,,,,
T06,Jeu,Queven,19 Rue Jean Jaurès / 22 Rue Jean Jaurès,10,Chez Capucine,"30 Pl. de la Ville de Toulouse 8, 56530 Quéven, France",02 97 50 82 71,47.7890802,-3.4156218999999997,cible,,,,,,,,,
T06,Jeu,Queven,19 Rue Jean Jaurès / 22 Rue Jean Jaurès,11,MG COIFFURE,"8 Pl. de la Ville de Toulouse, 56530 Quéven, France",02 97 05 46 73,47.789086999999995,-3.4156929999999996,cible,,,,,,,,,
T06,Jeu,Queven,19 Rue Jean Jaurès / 22 Rue Jean Jaurès,12,Coup de Peigne,"2 Rue de la Gare, 56530 Quéven, France",02 97 05 03 83,47.7891241,-3.4154856999999996,cible,,,,,,,,,
T07,Ven,Auray,Place Notre Dame / 58 Pl. de la République,1,Benellina,"Place Notre Dame, 56400 Auray, France",06 22 59 28 03,47.666451699999996,-2.9838152,cible,,,,,,,,,
T07,Ven,Auray,Place Notre Dame / 58 Pl. de la République,2,Pokou Breizh crêperie Auray,"58 Pl. de la République, 56400 Auray, France",07 62 56 62 05,47.6664913,-2.9840524,cible,,,,,,,,,
T07,Ven,Auray,Place Notre Dame / 58 Pl. de la République,3,Arnaud Lamour - Conseiller immobilier SAFTI - Auray,"100 Pl. de la République, 56400 Auray, France",06 35 35 79 83,47.66649160000001,-2.9838386999999997,cible,,,,,,,,,
T07,Ven,Auray,Place Notre Dame / 58 Pl. de la République,4,Madel - Traiteur Végétarien,"100 Pl. de la République, 56400 Auray, France",07 60 45 08 98,47.66649160000001,-2.9838386999999997,cible,,,,,,,,,
T07,Ven,Auray,Place Notre Dame / 58 Pl. de la République,5,Bar /Tabac Le Wilson,"5 Av. Wilson, 56400 Auray, France",02 97 24 36 47,47.6665444,-2.9824789,cible,,,,,,,,,
T07,Ven,Auray,Place Notre Dame / 58 Pl. de la République,6,La Mie Câline,"12 Pl. de la République, 56400 Auray, France",02 97 56 48 18,47.6665449,-2.9829586999999997,cible,,,,,,,,,
T07,Ven,Auray,Place Notre Dame / 58 Pl. de la République,7,French Coffee Shop,"6 Pl. de la République, 56400 Auray, France",02 97 29 68 69,47.666586099999996,-2.9827475,cible,,,,,,,,,
T07,Ven,Auray,Place Notre Dame / 58 Pl. de la République,8,All'Océan - Vêtements marins - Auray,"24 Pl. de la République, 56400 Auray, France",09 56 65 25 39,47.66659,-2.9833442999999997,cible,,,,,,,,,
T07,Ven,Auray,Place Notre Dame / 58 Pl. de la République,9,Arthur Colley Immobilier,"Rue des Fèves, 56400 Auray, France",06 98 82 17 50,47.666623099999995,-2.9845842,cible,,,,,,,,,
T07,Ven,Auray,Place Notre Dame / 58 Pl. de la République,10,Franck Provost - Coiffeur Auray,"30 Pl. de la République, 56400 Auray, France",02 97 56 32 16,47.666623099999995,-2.9835678999999997,cible,,,,,,,,,
T07,Ven,Auray,Place Notre Dame / 58 Pl. de la République,11,CIC,"20 Pl. de la République, 56400 Auray, France",02 97 35 00 03,47.666655299999995,-2.9832636,cible,,,,,,,,,
T07,Ven,Auray,Place Notre Dame / 58 Pl. de la République,12,Mutuelle de Poitiers Assurances - Ingrid LOISEAU,"7 Av. Wilson, 56400 Auray, France",02 97 29 40 12,47.6666588,-2.9824045999999997,cible,,,,,,,,,
T08,Mer,Guidel,1 Rue du Puits / 5 Pl. Jaffré,1,AGENCE GUIDE IMMOBILIER,"1 Rue du Puits, 56520 Guidel, France",02 97 02 70 00,47.7899702,-3.4886098,cible,,,,,,,,,
T08,Mer,Guidel,1 Rue du Puits / 5 Pl. Jaffré,2,FEUILLES ET FLEURS GUIDEL,"5 Pl. Jaffré, 56520 Guidel, France",09 53 90 91 90,47.790009399999995,-3.4873965,cible,,,,,,,,,
T08,Mer,Guidel,1 Rue du Puits / 5 Pl. Jaffré,3,Brillais Nicolas Paul Gilbert,"3 Rue Marc Mouello, 56520 Guidel, France",02 97 02 70 39,47.790073199999995,-3.4869822,cible,,,,,,,,,
T08,Mer,Guidel,1 Rue du Puits / 5 Pl. Jaffré,4,Coiffure Homme Nicolas.B.,"3 Rue Marc Mouello, 56520 Guidel, France",02 97 02 70 39,47.790073199999995,-3.4869822,cible,,,,,,,,,
T08,Mer,Guidel,1 Rue du Puits / 5 Pl. Jaffré,5,Rayon de soleil,"3 Rue Marc Mouello, 56520 Guidel, France",02 59 16 59 95,47.790073199999995,-3.4869822,cible,,,,,,,,,
T08,Mer,Guidel,1 Rue du Puits / 5 Pl. Jaffré,6,Agence immobilière Laforêt Guidel,"5 Pl. Jaffré, 56520 Guidel, France",02 97 89 30 35,47.7900795,-3.4877100999999997,cible,,,,,,,,,
T08,Mer,Guidel,1 Rue du Puits / 5 Pl. Jaffré,7,Pharmacie du centre de Guidel,"6 Pl. Jaffré, 56520 Guidel, France",02 97 65 98 27,47.790129099999994,-3.4876840999999996,cible,,,,,,,,,
T08,Mer,Guidel,1 Rue du Puits / 5 Pl. Jaffré,8,La Villa Toscane,"15 Pl. Jaffré, 56520 Guidel, France",02 97 65 07 31,47.7901817,-3.4884529,cible,,,,,,,,,
T08,Mer,Guidel,1 Rue du Puits / 5 Pl. Jaffré,9,SG,"4 B Rue du Puits, 56520 Guidel, France",02 97 02 97 30,47.790208,-3.4889129999999997,cible,,,,,,,,,
T08,Mer,Guidel,1 Rue du Puits / 5 Pl. Jaffré,10,Chez Rudy,"13 Pl. Jaffré, 56520 Guidel, France",02 97 02 91 86,47.7903295,-3.4883994000000005,cible,,,,,,,,,
T08,Mer,Guidel,1 Rue du Puits / 5 Pl. Jaffré,11,Ruseff & Latruffe Immobilier,"13 Pl. Jaffré, 56520 Guidel, France",02 97 81 81 12,47.7903388,-3.4884047999999996,cible,,,,,,,,,
T08,Mer,Guidel,1 Rue du Puits / 5 Pl. Jaffré,12,Rentals France,"9 Rue de Saint-Maurice, 56520 Guidel, France",09 71 00 56 00,47.790435699999996,-3.4891167999999997,cible,,,,,,,,,
T09,Jeu,Hennebont,8 Rue du Puits Ferré / 21 Rue Trottier,1,Les Lunettes d'Hennebont,"8 Rue du Puits Ferré, 56700 Hennebont, France",02 97 36 21 86,47.8048899,-3.2774752,cible,,,,,,,,,
T09,Jeu,Hennebont,8 Rue du Puits Ferré / 21 Rue Trottier,2,MHAJ Immobilier Hennebont,"21 Rue Trottier, 56700 Hennebont, France",02 30 91 93 66,47.8048924,-3.2785846999999997,cible,,,,,,,,,
T09,Jeu,Hennebont,8 Rue du Puits Ferré / 21 Rue Trottier,3,Nuances by M,"8 Rue du Puits Ferré, 56700 Hennebont, France",02 97 37 44 14,47.804918799999996,-3.2775016999999997,cible,,,,,,,,,
T09,Jeu,Hennebont,8 Rue du Puits Ferré / 21 Rue Trottier,4,Pub O'Sullivans,"8 Rue Edouard Herriot, 56700 Hennebont, France",02 97 36 53 78,47.8049708,-3.2779279999999997,cible,,,,,,,,,
T09,Jeu,Hennebont,8 Rue du Puits Ferré / 21 Rue Trottier,5,Roule Ma Poule KIDS,"9 Pl. du Général de Gaulle, 56700 Hennebont, France",02 97 30 06 32,47.805047,-3.2767375999999997,cible,,,,,,,,,
T09,Jeu,Hennebont,8 Rue du Puits Ferré / 21 Rue Trottier,6,La Fleur de Blé,"4 Rue Edouard Herriot, 56700 Hennebont, France",02 97 85 57 70,47.8050575,-3.2777095,cible,,,,,,,,,
T09,Jeu,Hennebont,8 Rue du Puits Ferré / 21 Rue Trottier,7,Le Zinc,"7 Pl. du Général de Gaulle, 56700 Hennebont, France",02 97 36 46 73,47.805063,-3.2768800000000002,cible,,,,,,,,,
T09,Jeu,Hennebont,8 Rue du Puits Ferré / 21 Rue Trottier,8,Thélem assurances Hennebont,"6 Rue du Puits Ferré, 56700 Hennebont, France",02 97 85 59 59,47.8051111,-3.2775238,cible,,,,,,,,,
T09,Jeu,Hennebont,8 Rue du Puits Ferré / 21 Rue Trottier,9,ZA TORIKO-Restaurant Traiteur Asiatique-Japonais-Coréen « Reconnu Gault & Millau juin 2026/2027 »🇰🇭🇯🇵🇰🇷✨✨✨✨✨,"3 Rue du Puits Ferré, 56700 Hennebont, France",09 80 86 44 92,47.8051879,-3.2772223,cible,,,,,,,,,
T09,Jeu,Hennebont,8 Rue du Puits Ferré / 21 Rue Trottier,10,Aréas Assurances Yvonnick YOUF,"11 Rue Trottier, 56700 Hennebont, France",02 97 36 22 78,47.8053374,-3.2781156,cible,,,,,,,,,
T09,Jeu,Hennebont,8 Rue du Puits Ferré / 21 Rue Trottier,11,LE HENNEBONTAISE,"8 Pl. Maréchal Foch, 56700 Hennebont, France",02 97 36 22 65,47.805390599999996,-3.2767689,cible,,,,,,,,,
T09,Jeu,Hennebont,8 Rue du Puits Ferré / 21 Rue Trottier,12,Star Istanbul,"18 Pl. Maréchal Foch, 56700 Hennebont, France",09 52 93 05 39,47.8053907,-3.276264,cible,,,,,,,,,
T10,Mer,Ploemeur,11 Rue de Larmor / 11 Rue Saint-Bieuzy,1,MMA Assurances PLOEMEUR,"11 Rue de Larmor, 56270 Ploemeur, France",02 97 86 16 00,47.7358439,-3.4263611,cible,,,,,,,,,
T10,Mer,Ploemeur,11 Rue de Larmor / 11 Rue Saint-Bieuzy,2,Saxo,"11 Rue Saint-Bieuzy, 56270 Ploemeur, France",02 97 86 38 46,47.7358477,-3.4287984999999996,cible,,,,,,,,,
T10,Mer,Ploemeur,11 Rue de Larmor / 11 Rue Saint-Bieuzy,3,L'Empreinte Chaussure,"8 Rue Saint-Bieuzy, 56270 Ploemeur, France",02 97 86 09 49,47.7358583,-3.4284114,cible,,,,,,,,,
T10,Mer,Ploemeur,11 Rue de Larmor / 11 Rue Saint-Bieuzy,4,Agence Groupama Ploemeur,"9 Rue de Larmor, 56270 Ploemeur, France",02 97 86 31 14,47.7358985,-3.4266465,cible,,,,,,,,,
T10,Mer,Ploemeur,11 Rue de Larmor / 11 Rue Saint-Bieuzy,5,AB Immo,"7 Rue Saint-Bieuzy, 56270 Ploemeur, France",02 97 82 98 13,47.7359228,-3.4286212999999996,cible,,,,,,,,,
